month,NO2
2013-01-01,59.064516129032256
2013-02-01,50.61290322580645
2013-03-01,41.45161290322581
2013-04-01,43.16129032258065
2013-05-01,41.645161290322584
2013-06-01,39.29032258064516
2013-07-01,52.58064516129032
2013-08-01,50.12903225806452
2013-09-01,58.96774193548387
2013-10-01,57.45161290322581
2013-11-01,54.354838709677416
2013-12-01,80.3225806451613
2014-01-01,50.354838709677416
2014-02-01,40.354838709677416
2014-03-01,55.483870967741936
2014-04-01,39.87096774193548
2014-05-01,41.61290322580645
2014-06-01,45.54838709677419
2014-07-01,50.70967741935484
2014-08-01,42.45161290322581
2014-09-01,54.74193548387097
2014-10-01,72.25806451612904
2014-11-01,56.806451612903224
2014-12-01,67.0
2015-01-01,88.93548387096774
2015-02-01,44.41935483870968
2015-03-01,57.935483870967744
2015-04-01,43.74193548387097
2015-05-01,46.193548387096776
2015-06-01,49.96774193548387
2015-07-01,51.645161290322584
2015-08-01,43.54838709677419
2015-09-01,47.54838709677419
2015-10-01,55.87096774193548
2015-11-01,67.41935483870968
2015-12-01,81.16129032258064
2016-01-01,51.96774193548387
2016-02-01,43.70967741935484
2016-03-01,48.96774193548387
2016-04-01,45.32258064516129
2016-05-01,47.225806451612904
2016-06-01,46.193548387096776
2016-07-01,51.67741935483871
2016-08-01,49.03225806451613
2016-09-01,63.16129032258065
2016-10-01,65.6774193548387
2016-11-01,65.25806451612904
2016-12-01,78.09677419354838
2017-01-01,69.38709677419355
2017-02-01,48.87096774193548
2017-03-01,49.58064516129032
2017-04-01,43.41935483870968
2017-05-01,43.483870967741936
2017-06-01,41.935483870967744
2017-07-01,52.774193548387096
2017-08-01,48.096774193548384
2017-09-01,60.096774193548384
2017-10-01,81.16129032258064
2017-11-01,84.03225806451613
2017-12-01,73.54838709677419
2018-01-01,66.93548387096774
2018-02-01,59.806451612903224
2018-03-01,38.29032258064516
2018-04-01,43.193548387096776
2018-05-01,45.225806451612904
2018-06-01,42.774193548387096
2018-07-01,42.16129032258065
2018-08-01,49.45161290322581
2018-09-01,60.38709677419355
2018-10-01,57.225806451612904
2018-11-01,48.41935483870968
2018-12-01,64.74193548387096
2019-01-01,77.48387096774194
2019-02-01,74.45161290322581
2019-03-01,61.064516129032256
2019-04-01,45.38709677419355
2019-05-01,44.03225806451613
2019-06-01,39.774193548387096
2019-07-01,45.83870967741935
2019-08-01,44.58064516129032
2019-09-01,50.41935483870968
2019-10-01,57.225806451612904
2019-11-01,34.0
2019-12-01,51.903225806451616
2020-01-01,60.516129032258064
2020-02-01,53.064516129032256
2020-03-01,31.838709677419356
2020-04-01,19.225806451612904
2020-05-01,21.451612903225808
2020-06-01,28.096774193548388
2020-07-01,42.483870967741936
2020-08-01,40.774193548387096
2020-09-01,43.58064516129032
2020-10-01,49.064516129032256
2020-11-01,51.935483870967744
2020-12-01,36.645161290322584
2021-01-01,48.61290322580645
2021-02-01,35.806451612903224
2021-03-01,41.935483870967744
2021-04-01,32.41935483870968
2021-05-01,29.161290322580644
2021-06-01,31.677419354838708
2021-07-01,35.38709677419355
2021-08-01,35.87096774193548
2021-09-01,40.54838709677419
2021-10-01,51.483870967741936
2021-11-01,47.74193548387097
2021-12-01,47.16129032258065
2022-01-01,63.0
2022-02-01,52.193548387096776
2022-03-01,46.67741935483871
2022-04-01,28.193548387096776
2022-05-01,31.0
2022-06-01,26.548387096774192
2022-07-01,38.45161290322581
2022-08-01,33.096774193548384
2022-09-01,31.193548387096776
2022-10-01,45.45161290322581
2022-11-01,31.870967741935484
2022-12-01,41.16129032258065
2023-01-01,43.32258064516129
2023-02-01,45.903225806451616
2023-03-01,31.741935483870968
2023-04-01,28.838709677419356
2023-05-01,28.516129032258064
2023-06-01,34.74193548387097
2023-07-01,31.322580645161292
2023-08-01,27.032258064516128
2023-09-01,38.193548387096776
2023-10-01,38.645161290322584
