month,NO2
2013-01-01,49.774193548387096
2013-02-01,37.74193548387097
2013-03-01,27.387096774193548
2013-04-01,26.35483870967742
2013-05-01,26.258064516129032
2013-06-01,24.419354838709676
2013-07-01,28.419354838709676
2013-08-01,27.225806451612904
2013-09-01,37.516129032258064
2013-10-01,41.483870967741936
2013-11-01,40.58064516129032
2013-12-01,72.74193548387096
2014-01-01,40.25806451612903
2014-02-01,30.06451612903226
2014-03-01,39.935483870967744
2014-04-01,31.161290322580644
2014-05-01,25.258064516129032
2014-06-01,23.451612903225808
2014-07-01,26.322580645161292
2014-08-01,22.838709677419356
2014-09-01,30.870967741935484
2014-10-01,49.83870967741935
2014-11-01,42.12903225806452
2014-12-01,73.29032258064517
2015-01-01,84.0
2015-02-01,33.45161290322581
2015-03-01,41.774193548387096
2015-04-01,27.35483870967742
2015-05-01,27.774193548387096
2015-06-01,27.677419354838708
2015-07-01,30.838709677419356
2015-08-01,26.032258064516128
2015-09-01,34.935483870967744
2015-10-01,46.935483870967744
2015-11-01,68.12903225806451
2015-12-01,90.06451612903226
2016-01-01,46.96774193548387
2016-02-01,37.61290322580645
2016-03-01,39.74193548387097
2016-04-01,32.16129032258065
2016-05-01,32.0
2016-06-01,29.903225806451612
2016-07-01,28.838709677419356
2016-08-01,29.612903225806452
2016-09-01,47.483870967741936
2016-10-01,53.45161290322581
2016-11-01,53.03225806451613
2016-12-01,73.29032258064517
2017-01-01,66.93548387096774
2017-02-01,44.58064516129032
2017-03-01,48.12903225806452
2017-04-01,30.29032258064516
2017-05-01,31.93548387096774
2017-06-01,23.903225806451612
2017-07-01,38.935483870967744
2017-08-01,35.03225806451613
2017-09-01,48.903225806451616
2017-10-01,63.32258064516129
2017-11-01,77.12903225806451
2017-12-01,61.70967741935484
2018-01-01,52.67741935483871
2018-02-01,44.96774193548387
2018-03-01,28.258064516129032
2018-04-01,28.93548387096774
2018-05-01,27.161290322580644
2018-06-01,23.677419354838708
2018-07-01,25.70967741935484
2018-08-01,30.096774193548388
2018-09-01,37.225806451612904
2018-10-01,39.935483870967744
2018-11-01,36.54838709677419
2018-12-01,56.96774193548387
2019-01-01,65.96774193548387
2019-02-01,63.354838709677416
2019-03-01,43.16129032258065
2019-04-01,28.451612903225808
2019-05-01,22.548387096774192
2019-06-01,24.322580645161292
2019-07-01,27.161290322580644
2019-08-01,29.322580645161292
2019-09-01,35.74193548387097
2019-10-01,47.774193548387096
2019-11-01,29.580645161290324
2019-12-01,44.516129032258064
2020-01-01,40.0
2020-02-01,48.16129032258065
2020-03-01,27.29032258064516
2020-04-01,15.0
2020-05-01,18.096774193548388
2020-06-01,19.580645161290324
2020-07-01,23.612903225806452
2020-08-01,29.0
2020-09-01,32.806451612903224
2020-10-01,35.41935483870968
2020-11-01,47.0
2020-12-01,35.16129032258065
2021-01-01,53.193548387096776
2021-02-01,32.67741935483871
2021-03-01,33.32258064516129
2021-04-01,24.677419354838708
2021-05-01,22.516129032258064
2021-06-01,21.677419354838708
2021-07-01,26.580645161290324
2021-08-01,25.096774193548388
2021-09-01,34.38709677419355
2021-10-01,48.806451612903224
2021-11-01,45.74193548387097
2021-12-01,47.806451612903224
2022-01-01,65.09677419354838
2022-02-01,50.935483870967744
2022-03-01,30.258064516129032
2022-04-01,25.806451612903224
2022-05-01,25.129032258064516
2022-06-01,21.516129032258064
2022-07-01,26.903225806451612
2022-08-01,23.774193548387096
2022-09-01,25.93548387096774
2022-10-01,45.45161290322581
2022-11-01,31.387096774193548
2022-12-01,42.0
2023-01-01,48.32258064516129
2023-02-01,44.61290322580645
2023-03-01,35.67741935483871
2023-04-01,29.35483870967742
2023-05-01,20.258064516129032
2023-06-01,27.06451612903226
2023-07-01,30.419354838709676
2023-08-01,26.677419354838708
2023-09-01,38.096774193548384
2023-10-01,43.096774193548384
