month,NO2
2013-01-01,47.83870967741935
2013-02-01,35.61290322580645
2013-03-01,27.903225806451612
2013-04-01,26.516129032258064
2013-05-01,26.870967741935484
2013-06-01,21.93548387096774
2013-07-01,23.64516129032258
2013-08-01,22.419354838709676
2013-09-01,32.87096774193548
2013-10-01,43.32258064516129
2013-11-01,39.806451612903224
2013-12-01,58.16129032258065
2014-01-01,44.29032258064516
2014-02-01,40.096774193548384
2014-03-01,47.67741935483871
2014-04-01,39.45161290322581
2014-05-01,34.29032258064516
2014-06-01,32.645161290322584
2014-07-01,35.29032258064516
2014-08-01,30.451612903225808
2014-09-01,42.483870967741936
2014-10-01,53.45161290322581
2014-11-01,40.516129032258064
2014-12-01,60.16129032258065
2015-01-01,63.12903225806452
2015-02-01,31.322580645161292
2015-03-01,39.096774193548384
2015-04-01,26.322580645161292
2015-05-01,26.64516129032258
2015-06-01,26.29032258064516
2015-07-01,30.612903225806452
2015-08-01,22.870967741935484
2015-09-01,30.677419354838708
2015-10-01,40.96774193548387
2015-11-01,60.193548387096776
2015-12-01,69.58064516129032
2016-01-01,45.25806451612903
2016-02-01,35.12903225806452
2016-03-01,38.25806451612903
2016-04-01,31.419354838709676
2016-05-01,30.838709677419356
2016-06-01,28.451612903225808
2016-07-01,29.612903225806452
2016-08-01,28.451612903225808
2016-09-01,41.903225806451616
2016-10-01,51.96774193548387
2016-11-01,52.096774193548384
2016-12-01,58.74193548387097
2017-01-01,57.03225806451613
2017-02-01,40.483870967741936
2017-03-01,44.483870967741936
2017-04-01,30.806451612903224
2017-05-01,32.064516129032256
2017-06-01,30.580645161290324
2017-07-01,33.29032258064516
2017-08-01,28.129032258064516
2017-09-01,40.193548387096776
2017-10-01,49.58064516129032
2017-11-01,59.354838709677416
2017-12-01,53.38709677419355
2018-01-01,49.806451612903224
2018-02-01,41.064516129032256
2018-03-01,29.129032258064516
2018-04-01,30.29032258064516
2018-05-01,30.29032258064516
2018-06-01,26.193548387096776
2018-07-01,28.096774193548388
2018-08-01,26.032258064516128
2018-09-01,32.67741935483871
2018-10-01,40.58064516129032
2018-11-01,40.774193548387096
2018-12-01,58.806451612903224
2019-01-01,58.96774193548387
2019-02-01,51.806451612903224
2019-03-01,36.38709677419355
2019-04-01,27.516129032258064
2019-05-01,21.967741935483872
2019-06-01,23.258064516129032
2019-07-01,26.419354838709676
2019-08-01,26.548387096774192
2019-09-01,33.61290322580645
2019-10-01,44.58064516129032
2019-11-01,29.967741935483872
2019-12-01,41.70967741935484
2020-01-01,49.645161290322584
2020-02-01,45.935483870967744
2020-03-01,24.774193548387096
2020-04-01,13.193548387096774
2020-05-01,14.451612903225806
2020-06-01,17.29032258064516
2020-07-01,21.483870967741936
2020-08-01,24.322580645161292
2020-09-01,27.774193548387096
2020-10-01,30.548387096774192
2020-11-01,40.29032258064516
2020-12-01,31.580645161290324
2021-01-01,46.645161290322584
2021-02-01,27.612903225806452
2021-03-01,28.741935483870968
2021-04-01,23.838709677419356
2021-05-01,19.612903225806452
2021-06-01,20.322580645161292
2021-07-01,21.0
2021-08-01,21.64516129032258
2021-09-01,26.032258064516128
2021-10-01,37.83870967741935
2021-11-01,38.225806451612904
2021-12-01,41.064516129032256
2022-01-01,48.12903225806452
2022-02-01,40.12903225806452
2022-03-01,27.870967741935484
2022-04-01,21.35483870967742
2022-05-01,21.29032258064516
2022-06-01,21.548387096774192
2022-07-01,24.161290322580644
2022-08-01,20.903225806451612
2022-09-01,24.096774193548388
2022-10-01,40.03225806451613
2022-11-01,33.354838709677416
2022-12-01,38.096774193548384
