month,NO2
2013-01-01,45.70967741935484
2013-02-01,35.70967741935484
2013-03-01,28.903225806451612
2013-04-01,23.387096774193548
2013-05-01,22.580645161290324
2013-06-01,18.419354838709676
2013-07-01,23.64516129032258
2013-08-01,18.870967741935484
2013-09-01,29.322580645161292
2013-10-01,40.354838709677416
2013-11-01,36.67741935483871
2013-12-01,54.193548387096776
2014-01-01,38.25806451612903
2014-02-01,31.64516129032258
2014-03-01,35.096774193548384
2014-04-01,25.129032258064516
2014-05-01,20.64516129032258
2014-06-01,20.129032258064516
2014-07-01,21.612903225806452
2014-08-01,19.06451612903226
2014-09-01,29.806451612903224
2014-10-01,41.87096774193548
2014-11-01,37.96774193548387
2014-12-01,61.064516129032256
2015-01-01,65.93548387096774
2015-02-01,28.258064516129032
2015-03-01,34.096774193548384
2015-04-01,21.64516129032258
2015-05-01,20.225806451612904
2015-06-01,20.93548387096774
2015-07-01,26.322580645161292
2015-08-01,20.741935483870968
2015-09-01,27.387096774193548
2015-10-01,36.58064516129032
2015-11-01,49.74193548387097
2015-12-01,62.096774193548384
2016-01-01,40.645161290322584
2016-02-01,29.774193548387096
2016-03-01,32.483870967741936
2016-04-01,28.096774193548388
2016-05-01,26.322580645161292
2016-06-01,22.06451612903226
2016-07-01,25.322580645161292
2016-08-01,22.516129032258064
2016-09-01,34.87096774193548
2016-10-01,42.354838709677416
2016-11-01,44.0
2016-12-01,52.516129032258064
2017-01-01,50.29032258064516
2017-02-01,33.38709677419355
2017-03-01,35.74193548387097
2017-04-01,22.677419354838708
2017-05-01,23.06451612903226
2017-06-01,23.0
2017-07-01,24.70967741935484
2017-08-01,20.70967741935484
2017-09-01,30.032258064516128
2017-10-01,42.58064516129032
2017-11-01,55.225806451612904
2017-12-01,48.806451612903224
2018-01-01,46.064516129032256
2018-02-01,35.67741935483871
2018-03-01,25.096774193548388
2018-04-01,23.516129032258064
2018-05-01,23.0
2018-06-01,19.70967741935484
2018-07-01,19.967741935483872
2018-08-01,20.70967741935484
2018-09-01,27.806451612903224
2018-10-01,34.806451612903224
2018-11-01,38.193548387096776
2018-12-01,55.645161290322584
2019-01-01,53.96774193548387
2019-02-01,47.25806451612903
2019-03-01,31.29032258064516
2019-04-01,24.193548387096776
2019-05-01,17.35483870967742
2019-06-01,20.096774193548388
2019-07-01,21.903225806451612
2019-08-01,21.677419354838708
2019-09-01,25.06451612903226
2019-10-01,37.806451612903224
2019-11-01,25.161290322580644
2019-12-01,38.193548387096776
2020-01-01,44.0
2020-02-01,38.70967741935484
2020-03-01,18.612903225806452
2020-04-01,9.516129032258064
2020-05-01,9.161290322580646
2020-06-01,11.32258064516129
2020-07-01,14.35483870967742
2020-08-01,17.419354838709676
2020-09-01,22.677419354838708
2020-10-01,26.483870967741936
2020-11-01,37.38709677419355
2020-12-01,29.548387096774192
2021-01-01,43.03225806451613
2021-02-01,27.06451612903226
2021-03-01,24.548387096774192
2021-04-01,19.06451612903226
2021-05-01,15.709677419354838
2021-06-01,15.612903225806452
2021-07-01,17.70967741935484
2021-08-01,17.419354838709676
2021-09-01,22.419354838709676
2021-10-01,32.064516129032256
2021-11-01,31.93548387096774
2021-12-01,37.645161290322584
2022-01-01,42.25806451612903
2022-02-01,33.645161290322584
2022-03-01,21.483870967741936
2022-04-01,16.806451612903224
2022-05-01,15.258064516129032
2022-06-01,15.35483870967742
2022-07-01,16.870967741935484
2022-08-01,18.64516129032258
2022-09-01,22.129032258064516
2022-10-01,34.67741935483871
2022-11-01,28.64516129032258
2022-12-01,34.58064516129032
