month,NO2
2013-01-01,37.12903225806452
2013-02-01,28.70967741935484
2013-03-01,24.096774193548388
2013-04-01,21.29032258064516
2013-05-01,20.096774193548388
2013-06-01,18.612903225806452
2013-07-01,23.258064516129032
2013-08-01,21.64516129032258
2013-09-01,30.64516129032258
2013-10-01,31.870967741935484
2013-11-01,32.645161290322584
2013-12-01,45.32258064516129
2014-01-01,33.61290322580645
2014-02-01,27.06451612903226
2014-03-01,29.838709677419356
2014-04-01,19.161290322580644
2014-05-01,16.677419354838708
2014-06-01,16.06451612903226
2014-07-01,17.838709677419356
2014-08-01,15.03225806451613
2014-09-01,18.806451612903224
2014-10-01,26.967741935483872
2014-11-01,21.967741935483872
2014-12-01,41.29032258064516
2015-01-01,57.903225806451616
2015-02-01,21.806451612903224
2015-03-01,40.41935483870968
2015-04-01,24.580645161290324
2015-05-01,24.548387096774192
2015-06-01,23.806451612903224
2015-07-01,24.516129032258064
2015-08-01,19.677419354838708
2015-09-01,26.258064516129032
2015-10-01,34.83870967741935
2015-11-01,45.67741935483871
2015-12-01,59.483870967741936
2016-01-01,38.645161290322584
2016-02-01,29.451612903225808
2016-03-01,32.03225806451613
2016-04-01,25.032258064516128
2016-05-01,24.258064516129032
2016-06-01,22.516129032258064
2016-07-01,22.096774193548388
2016-08-01,18.06451612903226
2016-09-01,31.64516129032258
2016-10-01,42.903225806451616
2016-11-01,42.61290322580645
2016-12-01,48.45161290322581
2017-01-01,45.96774193548387
2017-02-01,31.64516129032258
2017-03-01,31.451612903225808
2017-04-01,21.387096774193548
2017-05-01,19.838709677419356
2017-06-01,19.580645161290324
2017-07-01,21.096774193548388
2017-08-01,17.193548387096776
2017-09-01,29.548387096774192
2017-10-01,41.193548387096776
2017-11-01,51.774193548387096
2017-12-01,44.87096774193548
2018-01-01,41.67741935483871
2018-02-01,35.774193548387096
2018-03-01,23.806451612903224
2018-04-01,23.419354838709676
2018-05-01,22.516129032258064
2018-06-01,19.451612903225808
2018-07-01,19.580645161290324
2018-08-01,21.06451612903226
2018-09-01,27.677419354838708
2018-10-01,32.483870967741936
2018-11-01,31.838709677419356
2018-12-01,44.645161290322584
2019-01-01,45.58064516129032
2019-02-01,37.96774193548387
2019-03-01,25.870967741935484
2019-04-01,16.806451612903224
2019-05-01,14.35483870967742
2019-06-01,13.451612903225806
2019-07-01,16.129032258064516
2019-08-01,16.322580645161292
2019-09-01,18.806451612903224
2019-10-01,31.838709677419356
2019-11-01,21.483870967741936
2019-12-01,33.935483870967744
2020-01-01,39.61290322580645
2020-02-01,35.83870967741935
2020-03-01,18.870967741935484
2020-04-01,8.709677419354838
2020-05-01,8.935483870967742
2020-06-01,8.161290322580646
2020-07-01,12.870967741935484
2020-08-01,15.225806451612904
2020-09-01,21.0
2020-10-01,24.612903225806452
2020-11-01,33.32258064516129
2020-12-01,26.0
2021-01-01,38.12903225806452
2021-02-01,21.903225806451612
2021-03-01,22.870967741935484
2021-04-01,17.193548387096776
2021-05-01,14.129032258064516
2021-06-01,14.419354838709678
2021-07-01,15.903225806451612
2021-08-01,15.935483870967742
2021-09-01,18.258064516129032
2021-10-01,29.967741935483872
2021-11-01,30.225806451612904
2021-12-01,32.225806451612904
2022-01-01,38.25806451612903
2022-02-01,32.096774193548384
2022-03-01,22.322580645161292
2022-04-01,15.483870967741936
2022-05-01,14.64516129032258
2022-06-01,14.0
2022-07-01,15.0
2022-08-01,13.741935483870968
2022-09-01,15.903225806451612
2022-10-01,29.322580645161292
2022-11-01,23.322580645161292
2022-12-01,28.677419354838708
