ESTACION,NO2,FECHA_HORA,LONGITUD,LATITUD,h3
4,10.0,2023-04-01 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,12.0,2023-04-02 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,11.0,2023-04-03 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,16.0,2023-04-04 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,14.0,2023-04-05 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,72.0,2023-04-06 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,40.0,2023-04-07 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,70.0,2023-04-08 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,91.0,2023-04-09 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,43.0,2023-04-10 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,13.0,2023-04-11 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,11.0,2023-04-12 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,5.0,2023-04-13 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,9.0,2023-04-14 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,6.0,2023-04-15 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,8.0,2023-04-16 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,12.0,2023-04-17 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,11.0,2023-04-18 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,43.0,2023-04-19 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,96.0,2023-04-20 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,25.0,2023-04-21 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,11.0,2023-04-22 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,28.0,2023-04-23 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,8.0,2023-04-24 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,24.0,2023-04-25 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,53.0,2023-04-26 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,82.0,2023-04-27 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,78.0,2023-04-28 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,55.0,2023-04-29 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
4,19.0,2023-04-30 01:00:00,-3.7122567,40.4238823,87390cb1bffffff
8,23.0,2023-04-01 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,11.0,2023-04-02 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,19.0,2023-04-03 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,21.0,2023-04-04 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,29.0,2023-04-05 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,57.0,2023-04-06 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,45.0,2023-04-07 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,81.0,2023-04-08 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,71.0,2023-04-09 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,50.0,2023-04-10 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,15.0,2023-04-11 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,28.0,2023-04-12 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,14.0,2023-04-13 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,19.0,2023-04-14 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,16.0,2023-04-15 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,11.0,2023-04-16 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,19.0,2023-04-17 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,21.0,2023-04-18 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,55.0,2023-04-19 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,71.0,2023-04-20 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,39.0,2023-04-21 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,26.0,2023-04-22 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,34.0,2023-04-23 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,10.0,2023-04-24 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,43.0,2023-04-25 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,43.0,2023-04-26 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,69.0,2023-04-27 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,100.0,2023-04-28 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,48.0,2023-04-29 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
8,20.0,2023-04-30 01:00:00,-3.6823158,40.4215533,87390ca26ffffff
11,10.0,2023-04-01 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,6.0,2023-04-02 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,10.0,2023-04-03 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,10.0,2023-04-04 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,9.0,2023-04-05 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,47.0,2023-04-06 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,27.0,2023-04-07 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,70.0,2023-04-08 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,72.0,2023-04-09 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,28.0,2023-04-10 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,9.0,2023-04-11 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,11.0,2023-04-12 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,11.0,2023-04-13 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,9.0,2023-04-14 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,7.0,2023-04-15 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,4.0,2023-04-16 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,10.0,2023-04-17 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,8.0,2023-04-18 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,56.0,2023-04-19 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,69.0,2023-04-20 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,22.0,2023-04-21 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,10.0,2023-04-22 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,42.0,2023-04-23 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,7.0,2023-04-24 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,20.0,2023-04-25 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,21.0,2023-04-26 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,72.0,2023-04-27 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,104.0,2023-04-28 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,39.0,2023-04-29 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
11,21.0,2023-04-30 01:00:00,-3.6773491,40.4514734,87390ca24ffffff
16,7.0,2023-04-01 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,4.0,2023-04-02 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,19.0,2023-04-03 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,13.0,2023-04-04 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,24.0,2023-04-05 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,45.0,2023-04-06 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,28.0,2023-04-07 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,72.0,2023-04-08 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,54.0,2023-04-09 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,40.0,2023-04-10 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,7.0,2023-04-11 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,12.0,2023-04-12 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,6.0,2023-04-13 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,7.0,2023-04-14 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,6.0,2023-04-15 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,7.0,2023-04-16 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,19.0,2023-04-17 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,16.0,2023-04-18 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,37.0,2023-04-19 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,91.0,2023-04-20 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,18.0,2023-04-21 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,9.0,2023-04-22 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,27.0,2023-04-23 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,5.0,2023-04-24 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,23.0,2023-04-25 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,25.0,2023-04-26 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,60.0,2023-04-27 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,86.0,2023-04-28 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,49.0,2023-04-29 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
16,20.0,2023-04-30 01:00:00,-3.6392422,40.4400457,87390ca25ffffff
17,12.0,2023-04-01 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,18.0,2023-04-02 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,23.0,2023-04-03 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,31.0,2023-04-04 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,13.0,2023-04-05 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,113.0,2023-04-06 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,86.0,2023-04-07 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,102.0,2023-04-08 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,100.0,2023-04-09 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,71.0,2023-04-10 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,21.0,2023-04-11 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,16.0,2023-04-12 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,12.0,2023-04-13 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,9.0,2023-04-14 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,8.0,2023-04-15 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,11.0,2023-04-16 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,15.0,2023-04-17 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,11.0,2023-04-18 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,65.0,2023-04-19 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,110.0,2023-04-20 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,29.0,2023-04-21 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,16.0,2023-04-22 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,34.0,2023-04-23 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,14.0,2023-04-24 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,17.0,2023-04-25 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,47.0,2023-04-26 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,91.0,2023-04-27 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,101.0,2023-04-28 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,104.0,2023-04-29 01:00:00,-3.7133167,40.347147,87390cb89ffffff
17,17.0,2023-04-30 01:00:00,-3.7133167,40.347147,87390cb89ffffff
18,7.0,2023-04-01 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,10.0,2023-04-02 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,15.0,2023-04-03 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,35.0,2023-04-04 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,16.0,2023-04-05 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,59.0,2023-04-06 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,39.0,2023-04-07 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,57.0,2023-04-08 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,42.0,2023-04-09 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,33.0,2023-04-10 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,11.0,2023-04-11 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,7.0,2023-04-12 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,9.0,2023-04-13 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,7.0,2023-04-14 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,6.0,2023-04-15 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,8.0,2023-04-16 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,11.0,2023-04-17 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,14.0,2023-04-18 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,31.0,2023-04-19 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,67.0,2023-04-20 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,16.0,2023-04-21 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,8.0,2023-04-22 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,20.0,2023-04-23 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,8.0,2023-04-24 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,16.0,2023-04-25 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,22.0,2023-04-26 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,67.0,2023-04-27 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,76.0,2023-04-28 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,58.0,2023-04-29 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
18,12.0,2023-04-30 01:00:00,-3.7318356,40.3947825,87390cba9ffffff
24,4.0,2023-04-01 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,6.0,2023-04-02 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,13.0,2023-04-03 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,29.0,2023-04-04 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,9.0,2023-04-05 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,43.0,2023-04-06 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,22.0,2023-04-07 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,18.0,2023-04-08 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,20.0,2023-04-09 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,12.0,2023-04-10 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,5.0,2023-04-11 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,10.0,2023-04-12 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,5.0,2023-04-13 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,4.0,2023-04-14 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,3.0,2023-04-15 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,5.0,2023-04-16 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,8.0,2023-04-17 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,8.0,2023-04-18 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,31.0,2023-04-19 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,21.0,2023-04-20 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,9.0,2023-04-21 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,4.0,2023-04-22 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,7.0,2023-04-23 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,5.0,2023-04-24 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,9.0,2023-04-25 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,11.0,2023-04-26 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,28.0,2023-04-27 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,45.0,2023-04-28 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,26.0,2023-04-29 01:00:00,-3.7473445,40.4193577,87390cbadffffff
24,7.0,2023-04-30 01:00:00,-3.7473445,40.4193577,87390cbadffffff
27,4.0,2023-04-01 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,51.0,2023-04-02 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,64.0,2023-04-03 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,49.0,2023-04-04 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,10.0,2023-04-05 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,95.0,2023-04-06 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,40.0,2023-04-07 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,129.0,2023-04-08 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,91.0,2023-04-09 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,71.0,2023-04-10 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,36.0,2023-04-11 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,15.0,2023-04-12 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,7.0,2023-04-13 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,6.0,2023-04-14 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,4.0,2023-04-15 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,19.0,2023-04-16 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,14.0,2023-04-17 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,41.0,2023-04-18 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,44.0,2023-04-19 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,100.0,2023-04-20 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,23.0,2023-04-21 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,7.0,2023-04-22 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,33.0,2023-04-23 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,7.0,2023-04-24 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,50.0,2023-04-25 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,46.0,2023-04-26 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,103.0,2023-04-27 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,74.0,2023-04-28 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,49.0,2023-04-29 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
27,45.0,2023-04-30 01:00:00,-3.5800258,40.4769179,87390cb51ffffff
35,41.0,2023-04-01 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,42.0,2023-04-02 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,42.0,2023-04-03 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,47.0,2023-04-04 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,49.0,2023-04-05 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,63.0,2023-04-06 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,57.0,2023-04-07 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,79.0,2023-04-08 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,53.0,2023-04-09 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,29.0,2023-04-10 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,30.0,2023-04-11 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,41.0,2023-04-12 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,46.0,2023-04-13 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,46.0,2023-04-14 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,42.0,2023-04-15 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,19.0,2023-04-16 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,22.0,2023-04-17 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,26.0,2023-04-18 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,60.0,2023-04-19 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,55.0,2023-04-20 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,34.0,2023-04-21 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,33.0,2023-04-22 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,42.0,2023-04-23 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,32.0,2023-04-24 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,32.0,2023-04-25 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,33.0,2023-04-26 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,61.0,2023-04-27 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,78.0,2023-04-28 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,36.0,2023-04-29 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
35,30.0,2023-04-30 01:00:00,-3.7031662,40.4192091,87390cb1bffffff
36,12.0,2023-04-01 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,7.0,2023-04-02 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,22.0,2023-04-03 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,20.0,2023-04-04 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,7.0,2023-04-05 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,45.0,2023-04-06 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,42.0,2023-04-07 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,44.0,2023-04-08 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,37.0,2023-04-09 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,28.0,2023-04-10 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,10.0,2023-04-11 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,12.0,2023-04-12 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,6.0,2023-04-13 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,5.0,2023-04-14 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,11.0,2023-04-15 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,7.0,2023-04-16 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,13.0,2023-04-17 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,8.0,2023-04-18 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,24.0,2023-04-19 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,86.0,2023-04-20 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,27.0,2023-04-21 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,11.0,2023-04-22 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,34.0,2023-04-23 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,6.0,2023-04-24 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,52.0,2023-04-25 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,27.0,2023-04-26 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,45.0,2023-04-27 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,70.0,2023-04-28 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,43.0,2023-04-29 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
36,12.0,2023-04-30 01:00:00,-3.6453104,40.4079517,87390ca22ffffff
38,10.0,2023-04-01 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,16.0,2023-04-02 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,12.0,2023-04-03 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,15.0,2023-04-04 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,12.0,2023-04-05 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,46.0,2023-04-06 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,34.0,2023-04-07 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,80.0,2023-04-08 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,49.0,2023-04-09 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,20.0,2023-04-10 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,8.0,2023-04-11 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,12.0,2023-04-12 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,6.0,2023-04-13 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,9.0,2023-04-14 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,8.0,2023-04-15 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,13.0,2023-04-16 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,12.0,2023-04-17 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,8.0,2023-04-18 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,55.0,2023-04-19 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,76.0,2023-04-20 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,23.0,2023-04-21 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,9.0,2023-04-22 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,25.0,2023-04-23 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,5.0,2023-04-24 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,23.0,2023-04-25 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,27.0,2023-04-26 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,51.0,2023-04-27 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,89.0,2023-04-28 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,45.0,2023-04-29 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
38,23.0,2023-04-30 01:00:00,-3.7071303,40.4455439,87390cb19ffffff
39,6.0,2023-04-01 01:00:00,-3.7115364,40.4782322,87390cb0effffff
39,5.0,2023-04-02 01:00:00,-3.7115364,40.4782322,87390cb0effffff
39,11.0,2023-04-03 01:00:00,-3.7115364,40.4782322,87390cb0effffff
39,17.0,2023-04-04 01:00:00,-3.7115364,40.4782322,87390cb0effffff
