,Escuelas Aguirre,Villaverde,Farolillo,Casa de Campo,Barajas,Moratalaz,Cuatro Caminos,Barrio del Pilar,Vallecas,Méndez Álvaro,Castellana,Retiro,Plaza Castilla,Ensanche Vallecas,Urb Embajada,Plaza Eliptica,San Chinarro,El Pardo,Juan Carlos I,Tres Olivos
0,34.9,37.14,26.75,16.77,33.11,29.64,29.67,28.96,28.91,29.4,29.49,20.66,31.38,30.65,30.44,36.98,24.27,13.29,20.29,21.36
