Codigo,Año,Mes,NO2,Estacion,Longitud,Latitud
24,2014,8,10.61,Casa de Campo,-3.7473445,40.4193577
24,2014,9,18.77,Casa de Campo,-3.7473445,40.4193577
24,2014,10,28.61,Casa de Campo,-3.7473445,40.4193577
24,2014,11,26.94,Casa de Campo,-3.7473445,40.4193577
24,2014,12,45.19,Casa de Campo,-3.7473445,40.4193577
24,2015,1,48.84,Casa de Campo,-3.7473445,40.4193577
24,2015,2,17.52,Casa de Campo,-3.7473445,40.4193577
24,2015,3,22.74,Casa de Campo,-3.7473445,40.4193577
24,2015,4,13.65,Casa de Campo,-3.7473445,40.4193577
24,2015,5,13.61,Casa de Campo,-3.7473445,40.4193577
24,2015,6,15.06,Casa de Campo,-3.7473445,40.4193577
24,2015,7,14.74,Casa de Campo,-3.7473445,40.4193577
24,2015,8,12.77,Casa de Campo,-3.7473445,40.4193577
24,2015,9,17.77,Casa de Campo,-3.7473445,40.4193577
24,2015,10,26.52,Casa de Campo,-3.7473445,40.4193577
24,2015,11,33.68,Casa de Campo,-3.7473445,40.4193577
24,2015,12,45.39,Casa de Campo,-3.7473445,40.4193577
24,2016,1,23.52,Casa de Campo,-3.7473445,40.4193577
24,2016,2,16.45,Casa de Campo,-3.7473445,40.4193577
24,2016,3,17.13,Casa de Campo,-3.7473445,40.4193577
24,2016,4,15.58,Casa de Campo,-3.7473445,40.4193577
24,2016,5,14.13,Casa de Campo,-3.7473445,40.4193577
24,2016,6,11.35,Casa de Campo,-3.7473445,40.4193577
24,2016,7,15.03,Casa de Campo,-3.7473445,40.4193577
24,2016,8,15.16,Casa de Campo,-3.7473445,40.4193577
24,2016,9,23.06,Casa de Campo,-3.7473445,40.4193577
24,2016,10,31.45,Casa de Campo,-3.7473445,40.4193577
24,2016,11,29.97,Casa de Campo,-3.7473445,40.4193577
24,2016,12,39.03,Casa de Campo,-3.7473445,40.4193577
24,2017,1,33.84,Casa de Campo,-3.7473445,40.4193577
24,2017,2,23.26,Casa de Campo,-3.7473445,40.4193577
24,2017,3,22.16,Casa de Campo,-3.7473445,40.4193577
24,2017,4,16.35,Casa de Campo,-3.7473445,40.4193577
24,2017,5,15.06,Casa de Campo,-3.7473445,40.4193577
24,2017,6,11.97,Casa de Campo,-3.7473445,40.4193577
24,2017,7,15.61,Casa de Campo,-3.7473445,40.4193577
24,2017,8,14.55,Casa de Campo,-3.7473445,40.4193577
24,2017,9,21.39,Casa de Campo,-3.7473445,40.4193577
24,2017,10,37.52,Casa de Campo,-3.7473445,40.4193577
24,2017,11,44.65,Casa de Campo,-3.7473445,40.4193577
24,2017,12,35.19,Casa de Campo,-3.7473445,40.4193577
24,2018,1,30.06,Casa de Campo,-3.7473445,40.4193577
24,2018,2,25.42,Casa de Campo,-3.7473445,40.4193577
24,2018,3,11.42,Casa de Campo,-3.7473445,40.4193577
24,2018,4,12.81,Casa de Campo,-3.7473445,40.4193577
24,2018,5,12.65,Casa de Campo,-3.7473445,40.4193577
24,2018,6,11.65,Casa de Campo,-3.7473445,40.4193577
24,2018,7,9.9,Casa de Campo,-3.7473445,40.4193577
24,2018,8,14.29,Casa de Campo,-3.7473445,40.4193577
24,2018,9,20.84,Casa de Campo,-3.7473445,40.4193577
24,2018,10,24.65,Casa de Campo,-3.7473445,40.4193577
24,2018,11,22.23,Casa de Campo,-3.7473445,40.4193577
24,2018,12,35.29,Casa de Campo,-3.7473445,40.4193577
24,2019,1,37.52,Casa de Campo,-3.7473445,40.4193577
24,2019,2,34.74,Casa de Campo,-3.7473445,40.4193577
24,2019,3,21.65,Casa de Campo,-3.7473445,40.4193577
24,2019,4,12.68,Casa de Campo,-3.7473445,40.4193577
24,2019,5,10.81,Casa de Campo,-3.7473445,40.4193577
24,2019,6,11.61,Casa de Campo,-3.7473445,40.4193577
24,2019,7,13.32,Casa de Campo,-3.7473445,40.4193577
24,2019,8,13.9,Casa de Campo,-3.7473445,40.4193577
24,2019,9,19.94,Casa de Campo,-3.7473445,40.4193577
24,2019,10,27.0,Casa de Campo,-3.7473445,40.4193577
24,2019,11,11.77,Casa de Campo,-3.7473445,40.4193577
24,2019,12,26.26,Casa de Campo,-3.7473445,40.4193577
24,2020,1,32.55,Casa de Campo,-3.7473445,40.4193577
24,2020,2,28.42,Casa de Campo,-3.7473445,40.4193577
24,2020,3,12.23,Casa de Campo,-3.7473445,40.4193577
24,2020,4,6.35,Casa de Campo,-3.7473445,40.4193577
24,2020,5,6.65,Casa de Campo,-3.7473445,40.4193577
24,2020,6,6.97,Casa de Campo,-3.7473445,40.4193577
24,2020,7,10.48,Casa de Campo,-3.7473445,40.4193577
24,2020,8,12.16,Casa de Campo,-3.7473445,40.4193577
24,2020,9,15.97,Casa de Campo,-3.7473445,40.4193577
24,2020,10,17.13,Casa de Campo,-3.7473445,40.4193577
24,2020,11,26.84,Casa de Campo,-3.7473445,40.4193577
24,2020,12,17.19,Casa de Campo,-3.7473445,40.4193577
24,2021,1,30.81,Casa de Campo,-3.7473445,40.4193577
24,2021,2,16.74,Casa de Campo,-3.7473445,40.4193577
24,2021,3,18.0,Casa de Campo,-3.7473445,40.4193577
24,2021,4,11.87,Casa de Campo,-3.7473445,40.4193577
24,2021,5,8.42,Casa de Campo,-3.7473445,40.4193577
24,2021,6,7.55,Casa de Campo,-3.7473445,40.4193577
24,2021,7,9.35,Casa de Campo,-3.7473445,40.4193577
24,2021,8,10.94,Casa de Campo,-3.7473445,40.4193577
24,2021,9,16.42,Casa de Campo,-3.7473445,40.4193577
24,2021,10,25.0,Casa de Campo,-3.7473445,40.4193577
24,2021,11,23.16,Casa de Campo,-3.7473445,40.4193577
24,2021,12,24.29,Casa de Campo,-3.7473445,40.4193577
24,2022,1,32.65,Casa de Campo,-3.7473445,40.4193577
24,2022,2,25.42,Casa de Campo,-3.7473445,40.4193577
24,2022,3,15.03,Casa de Campo,-3.7473445,40.4193577
24,2022,4,9.13,Casa de Campo,-3.7473445,40.4193577
24,2022,5,10.0,Casa de Campo,-3.7473445,40.4193577
24,2022,6,7.94,Casa de Campo,-3.7473445,40.4193577
24,2022,7,11.9,Casa de Campo,-3.7473445,40.4193577
24,2022,8,11.23,Casa de Campo,-3.7473445,40.4193577
24,2022,9,12.68,Casa de Campo,-3.7473445,40.4193577
24,2022,10,25.0,Casa de Campo,-3.7473445,40.4193577
24,2022,11,18.68,Casa de Campo,-3.7473445,40.4193577
24,2022,12,22.13,Casa de Campo,-3.7473445,40.4193577
27,2013,1,43.26,Barajas Pueblo,-3.5800258,40.4769179
27,2013,2,32.35,Barajas Pueblo,-3.5800258,40.4769179
27,2013,3,26.61,Barajas Pueblo,-3.5800258,40.4769179
27,2013,4,22.32,Barajas Pueblo,-3.5800258,40.4769179
27,2013,5,21.87,Barajas Pueblo,-3.5800258,40.4769179
27,2013,6,18.9,Barajas Pueblo,-3.5800258,40.4769179
27,2013,7,24.58,Barajas Pueblo,-3.5800258,40.4769179
27,2013,8,24.0,Barajas Pueblo,-3.5800258,40.4769179
27,2013,9,31.97,Barajas Pueblo,-3.5800258,40.4769179
27,2013,10,38.87,Barajas Pueblo,-3.5800258,40.4769179
27,2013,11,33.26,Barajas Pueblo,-3.5800258,40.4769179
27,2013,12,52.13,Barajas Pueblo,-3.5800258,40.4769179
27,2014,1,35.81,Barajas Pueblo,-3.5800258,40.4769179
27,2014,2,30.94,Barajas Pueblo,-3.5800258,40.4769179
27,2014,3,34.23,Barajas Pueblo,-3.5800258,40.4769179
27,2014,4,27.19,Barajas Pueblo,-3.5800258,40.4769179
27,2014,5,21.55,Barajas Pueblo,-3.5800258,40.4769179
27,2014,6,20.52,Barajas Pueblo,-3.5800258,40.4769179
27,2014,7,22.84,Barajas Pueblo,-3.5800258,40.4769179
27,2014,8,23.39,Barajas Pueblo,-3.5800258,40.4769179
27,2014,9,30.77,Barajas Pueblo,-3.5800258,40.4769179
27,2014,10,35.48,Barajas Pueblo,-3.5800258,40.4769179
27,2014,11,35.35,Barajas Pueblo,-3.5800258,40.4769179
27,2014,12,47.97,Barajas Pueblo,-3.5800258,40.4769179
27,2015,1,54.06,Barajas Pueblo,-3.5800258,40.4769179
27,2015,2,28.65,Barajas Pueblo,-3.5800258,40.4769179
27,2015,3,36.9,Barajas Pueblo,-3.5800258,40.4769179
27,2015,4,24.45,Barajas Pueblo,-3.5800258,40.4769179
27,2015,5,21.71,Barajas Pueblo,-3.5800258,40.4769179
27,2015,6,20.45,Barajas Pueblo,-3.5800258,40.4769179
27,2015,7,22.61,Barajas Pueblo,-3.5800258,40.4769179
27,2015,8,22.48,Barajas Pueblo,-3.5800258,40.4769179
27,2015,9,32.77,Barajas Pueblo,-3.5800258,40.4769179
27,2015,10,37.1,Barajas Pueblo,-3.5800258,40.4769179
27,2015,11,41.68,Barajas Pueblo,-3.5800258,40.4769179
27,2015,12,59.71,Barajas Pueblo,-3.5800258,40.4769179
27,2016,1,42.68,Barajas Pueblo,-3.5800258,40.4769179
27,2016,2,31.65,Barajas Pueblo,-3.5800258,40.4769179
27,2016,3,36.42,Barajas Pueblo,-3.5800258,40.4769179
27,2016,4,30.35,Barajas Pueblo,-3.5800258,40.4769179
27,2016,5,28.84,Barajas Pueblo,-3.5800258,40.4769179
27,2016,6,27.19,Barajas Pueblo,-3.5800258,40.4769179
27,2016,7,28.39,Barajas Pueblo,-3.5800258,40.4769179
27,2016,8,30.55,Barajas Pueblo,-3.5800258,40.4769179
27,2016,9,40.84,Barajas Pueblo,-3.5800258,40.4769179
27,2016,10,48.29,Barajas Pueblo,-3.5800258,40.4769179
27,2016,11,43.84,Barajas Pueblo,-3.5800258,40.4769179
27,2016,12,51.39,Barajas Pueblo,-3.5800258,40.4769179
27,2017,1,51.1,Barajas Pueblo,-3.5800258,40.4769179
27,2017,2,36.48,Barajas Pueblo,-3.5800258,40.4769179
27,2017,3,40.74,Barajas Pueblo,-3.5800258,40.4769179
27,2017,4,27.61,Barajas Pueblo,-3.5800258,40.4769179
27,2017,5,28.77,Barajas Pueblo,-3.5800258,40.4769179
27,2017,6,27.26,Barajas Pueblo,-3.5800258,40.4769179
27,2017,7,31.58,Barajas Pueblo,-3.5800258,40.4769179
27,2017,8,28.55,Barajas Pueblo,-3.5800258,40.4769179
27,2017,9,37.55,Barajas Pueblo,-3.5800258,40.4769179
27,2017,10,51.87,Barajas Pueblo,-3.5800258,40.4769179
27,2017,11,56.97,Barajas Pueblo,-3.5800258,40.4769179
27,2017,12,53.29,Barajas Pueblo,-3.5800258,40.4769179
27,2018,1,49.68,Barajas Pueblo,-3.5800258,40.4769179
27,2018,2,40.0,Barajas Pueblo,-3.5800258,40.4769179
27,2018,3,28.23,Barajas Pueblo,-3.5800258,40.4769179
27,2018,4,29.58,Barajas Pueblo,-3.5800258,40.4769179
27,2018,5,27.39,Barajas Pueblo,-3.5800258,40.4769179
27,2018,6,24.77,Barajas Pueblo,-3.5800258,40.4769179
27,2018,7,30.0,Barajas Pueblo,-3.5800258,40.4769179
27,2018,8,32.55,Barajas Pueblo,-3.5800258,40.4769179
27,2018,9,36.45,Barajas Pueblo,-3.5800258,40.4769179
27,2018,10,38.1,Barajas Pueblo,-3.5800258,40.4769179
27,2018,11,38.26,Barajas Pueblo,-3.5800258,40.4769179
27,2018,12,54.58,Barajas Pueblo,-3.5800258,40.4769179
27,2019,1,47.58,Barajas Pueblo,-3.5800258,40.4769179
27,2019,2,43.55,Barajas Pueblo,-3.5800258,40.4769179
27,2019,3,35.71,Barajas Pueblo,-3.5800258,40.4769179
27,2019,4,26.68,Barajas Pueblo,-3.5800258,40.4769179
27,2019,5,22.9,Barajas Pueblo,-3.5800258,40.4769179
27,2019,6,25.39,Barajas Pueblo,-3.5800258,40.4769179
27,2019,7,27.03,Barajas Pueblo,-3.5800258,40.4769179
27,2019,8,31.68,Barajas Pueblo,-3.5800258,40.4769179
27,2019,9,34.81,Barajas Pueblo,-3.5800258,40.4769179
27,2019,10,49.0,Barajas Pueblo,-3.5800258,40.4769179
27,2019,11,29.16,Barajas Pueblo,-3.5800258,40.4769179
27,2019,12,45.77,Barajas Pueblo,-3.5800258,40.4769179
27,2020,1,51.1,Barajas Pueblo,-3.5800258,40.4769179
27,2020,2,46.16,Barajas Pueblo,-3.5800258,40.4769179
27,2020,3,23.97,Barajas Pueblo,-3.5800258,40.4769179
27,2020,4,11.97,Barajas Pueblo,-3.5800258,40.4769179
27,2020,5,13.42,Barajas Pueblo,-3.5800258,40.4769179
27,2020,6,13.94,Barajas Pueblo,-3.5800258,40.4769179
27,2020,7,18.52,Barajas Pueblo,-3.5800258,40.4769179
27,2020,8,25.39,Barajas Pueblo,-3.5800258,40.4769179
27,2020,9,25.77,Barajas Pueblo,-3.5800258,40.4769179
27,2020,10,26.94,Barajas Pueblo,-3.5800258,40.4769179
27,2020,11,35.19,Barajas Pueblo,-3.5800258,40.4769179
27,2020,12,28.1,Barajas Pueblo,-3.5800258,40.4769179
27,2021,1,42.71,Barajas Pueblo,-3.5800258,40.4769179
27,2021,2,26.58,Barajas Pueblo,-3.5800258,40.4769179
27,2021,3,26.06,Barajas Pueblo,-3.5800258,40.4769179
27,2021,4,20.9,Barajas Pueblo,-3.5800258,40.4769179
27,2021,5,17.81,Barajas Pueblo,-3.5800258,40.4769179
27,2021,6,17.77,Barajas Pueblo,-3.5800258,40.4769179
27,2021,7,23.03,Barajas Pueblo,-3.5800258,40.4769179
27,2021,8,25.61,Barajas Pueblo,-3.5800258,40.4769179
27,2021,9,28.13,Barajas Pueblo,-3.5800258,40.4769179
27,2021,10,38.13,Barajas Pueblo,-3.5800258,40.4769179
27,2021,11,33.68,Barajas Pueblo,-3.5800258,40.4769179
27,2021,12,38.58,Barajas Pueblo,-3.5800258,40.4769179
27,2022,1,42.35,Barajas Pueblo,-3.5800258,40.4769179
27,2022,2,36.45,Barajas Pueblo,-3.5800258,40.4769179
27,2022,3,23.55,Barajas Pueblo,-3.5800258,40.4769179
27,2022,4,21.84,Barajas Pueblo,-3.5800258,40.4769179
27,2022,5,22.55,Barajas Pueblo,-3.5800258,40.4769179
27,2022,6,20.48,Barajas Pueblo,-3.5800258,40.4769179
27,2022,7,25.03,Barajas Pueblo,-3.5800258,40.4769179
27,2022,8,25.74,Barajas Pueblo,-3.5800258,40.4769179
27,2022,9,25.74,Barajas Pueblo,-3.5800258,40.4769179
27,2022,10,41.26,Barajas Pueblo,-3.5800258,40.4769179
27,2022,11,32.32,Barajas Pueblo,-3.5800258,40.4769179
27,2022,12,36.9,Barajas Pueblo,-3.5800258,40.4769179
35,2013,1,46.19,Plaza del Carmen,-3.7031662,40.4192091
35,2013,2,38.81,Plaza del Carmen,-3.7031662,40.4192091
35,2013,3,31.0,Plaza del Carmen,-3.7031662,40.4192091
35,2013,4,30.13,Plaza del Carmen,-3.7031662,40.4192091
35,2013,5,31.32,Plaza del Carmen,-3.7031662,40.4192091
35,2013,6,29.29,Plaza del Carmen,-3.7031662,40.4192091
35,2013,7,38.55,Plaza del Carmen,-3.7031662,40.4192091
35,2013,8,34.42,Plaza del Carmen,-3.7031662,40.4192091
35,2013,9,43.65,Plaza del Carmen,-3.7031662,40.4192091
35,2013,10,46.23,Plaza del Carmen,-3.7031662,40.4192091
35,2013,11,46.03,Plaza del Carmen,-3.7031662,40.4192091
35,2013,12,65.26,Plaza del Carmen,-3.7031662,40.4192091
35,2014,1,43.29,Plaza del Carmen,-3.7031662,40.4192091
35,2014,2,33.26,Plaza del Carmen,-3.7031662,40.4192091
35,2014,3,42.71,Plaza del Carmen,-3.7031662,40.4192091
35,2014,4,33.55,Plaza del Carmen,-3.7031662,40.4192091
35,2014,5,30.52,Plaza del Carmen,-3.7031662,40.4192091
35,2014,6,28.87,Plaza del Carmen,-3.7031662,40.4192091
35,2014,7,31.68,Plaza del Carmen,-3.7031662,40.4192091
35,2014,8,27.68,Plaza del Carmen,-3.7031662,40.4192091
35,2014,9,32.68,Plaza del Carmen,-3.7031662,40.4192091
35,2014,10,51.94,Plaza del Carmen,-3.7031662,40.4192091
35,2014,11,48.58,Plaza del Carmen,-3.7031662,40.4192091
35,2014,12,70.97,Plaza del Carmen,-3.7031662,40.4192091
35,2015,1,72.65,Plaza del Carmen,-3.7031662,40.4192091
35,2015,2,40.13,Plaza del Carmen,-3.7031662,40.4192091
35,2015,3,51.68,Plaza del Carmen,-3.7031662,40.4192091
35,2015,4,28.23,Plaza del Carmen,-3.7031662,40.4192091
35,2015,5,36.16,Plaza del Carmen,-3.7031662,40.4192091
35,2015,6,41.74,Plaza del Carmen,-3.7031662,40.4192091
35,2015,7,46.32,Plaza del Carmen,-3.7031662,40.4192091
35,2015,8,38.06,Plaza del Carmen,-3.7031662,40.4192091
35,2015,9,44.61,Plaza del Carmen,-3.7031662,40.4192091
35,2015,10,50.48,Plaza del Carmen,-3.7031662,40.4192091
35,2015,11,60.61,Plaza del Carmen,-3.7031662,40.4192091
35,2015,12,68.29,Plaza del Carmen,-3.7031662,40.4192091
35,2016,1,45.97,Plaza del Carmen,-3.7031662,40.4192091
35,2016,2,39.77,Plaza del Carmen,-3.7031662,40.4192091
35,2016,3,45.84,Plaza del Carmen,-3.7031662,40.4192091
35,2016,4,40.29,Plaza del Carmen,-3.7031662,40.4192091
35,2016,5,38.71,Plaza del Carmen,-3.7031662,40.4192091
35,2016,6,35.94,Plaza del Carmen,-3.7031662,40.4192091
35,2016,7,46.52,Plaza del Carmen,-3.7031662,40.4192091
35,2016,8,42.32,Plaza del Carmen,-3.7031662,40.4192091
35,2016,9,48.32,Plaza del Carmen,-3.7031662,40.4192091
35,2016,10,53.35,Plaza del Carmen,-3.7031662,40.4192091
35,2016,11,50.65,Plaza del Carmen,-3.7031662,40.4192091
35,2016,12,35.13,Plaza del Carmen,-3.7031662,40.4192091
35,2017,1,60.16,Plaza del Carmen,-3.7031662,40.4192091
35,2017,2,44.81,Plaza del Carmen,-3.7031662,40.4192091
35,2017,3,46.65,Plaza del Carmen,-3.7031662,40.4192091
35,2017,4,40.74,Plaza del Carmen,-3.7031662,40.4192091
35,2017,5,41.45,Plaza del Carmen,-3.7031662,40.4192091
35,2017,6,42.52,Plaza del Carmen,-3.7031662,40.4192091
35,2017,7,43.97,Plaza del Carmen,-3.7031662,40.4192091
35,2017,8,39.68,Plaza del Carmen,-3.7031662,40.4192091
35,2017,9,40.9,Plaza del Carmen,-3.7031662,40.4192091
35,2017,10,65.81,Plaza del Carmen,-3.7031662,40.4192091
35,2017,11,60.32,Plaza del Carmen,-3.7031662,40.4192091
35,2017,12,51.0,Plaza del Carmen,-3.7031662,40.4192091
35,2018,1,51.9,Plaza del Carmen,-3.7031662,40.4192091
35,2018,2,52.87,Plaza del Carmen,-3.7031662,40.4192091
35,2018,3,40.97,Plaza del Carmen,-3.7031662,40.4192091
35,2018,4,40.71,Plaza del Carmen,-3.7031662,40.4192091
35,2018,5,41.03,Plaza del Carmen,-3.7031662,40.4192091
35,2018,6,36.55,Plaza del Carmen,-3.7031662,40.4192091
35,2018,7,32.68,Plaza del Carmen,-3.7031662,40.4192091
35,2018,8,36.84,Plaza del Carmen,-3.7031662,40.4192091
35,2018,9,45.06,Plaza del Carmen,-3.7031662,40.4192091
35,2018,10,48.58,Plaza del Carmen,-3.7031662,40.4192091
35,2018,11,35.58,Plaza del Carmen,-3.7031662,40.4192091
35,2018,12,52.61,Plaza del Carmen,-3.7031662,40.4192091
35,2019,1,54.55,Plaza del Carmen,-3.7031662,40.4192091
35,2019,2,46.84,Plaza del Carmen,-3.7031662,40.4192091
35,2019,3,31.9,Plaza del Carmen,-3.7031662,40.4192091
35,2019,4,21.0,Plaza del Carmen,-3.7031662,40.4192091
35,2019,5,22.55,Plaza del Carmen,-3.7031662,40.4192091
35,2019,6,25.19,Plaza del Carmen,-3.7031662,40.4192091
35,2019,7,35.32,Plaza del Carmen,-3.7031662,40.4192091
35,2019,8,33.1,Plaza del Carmen,-3.7031662,40.4192091
35,2019,9,36.32,Plaza del Carmen,-3.7031662,40.4192091
35,2019,10,45.19,Plaza del Carmen,-3.7031662,40.4192091
35,2019,11,29.16,Plaza del Carmen,-3.7031662,40.4192091
35,2019,12,41.48,Plaza del Carmen,-3.7031662,40.4192091
35,2020,1,49.48,Plaza del Carmen,-3.7031662,40.4192091
35,2020,2,46.48,Plaza del Carmen,-3.7031662,40.4192091
35,2020,3,26.55,Plaza del Carmen,-3.7031662,40.4192091
35,2020,4,13.19,Plaza del Carmen,-3.7031662,40.4192091
35,2020,5,12.87,Plaza del Carmen,-3.7031662,40.4192091
35,2020,6,15.77,Plaza del Carmen,-3.7031662,40.4192091
35,2020,7,23.87,Plaza del Carmen,-3.7031662,40.4192091
35,2020,8,23.23,Plaza del Carmen,-3.7031662,40.4192091
35,2020,9,29.06,Plaza del Carmen,-3.7031662,40.4192091
35,2020,10,31.55,Plaza del Carmen,-3.7031662,40.4192091
35,2020,11,43.74,Plaza del Carmen,-3.7031662,40.4192091
35,2020,12,32.19,Plaza del Carmen,-3.7031662,40.4192091
35,2021,1,45.58,Plaza del Carmen,-3.7031662,40.4192091
35,2021,2,29.35,Plaza del Carmen,-3.7031662,40.4192091
35,2021,3,31.94,Plaza del Carmen,-3.7031662,40.4192091
35,2021,4,24.39,Plaza del Carmen,-3.7031662,40.4192091
35,2021,5,20.42,Plaza del Carmen,-3.7031662,40.4192091
35,2021,6,20.03,Plaza del Carmen,-3.7031662,40.4192091
35,2021,7,22.35,Plaza del Carmen,-3.7031662,40.4192091
35,2021,8,22.39,Plaza del Carmen,-3.7031662,40.4192091
35,2021,9,27.77,Plaza del Carmen,-3.7031662,40.4192091
35,2021,10,40.13,Plaza del Carmen,-3.7031662,40.4192091
35,2021,11,41.97,Plaza del Carmen,-3.7031662,40.4192091
35,2021,12,42.16,Plaza del Carmen,-3.7031662,40.4192091
35,2022,1,49.23,Plaza del Carmen,-3.7031662,40.4192091
35,2022,2,40.71,Plaza del Carmen,-3.7031662,40.4192091
35,2022,3,30.42,Plaza del Carmen,-3.7031662,40.4192091
35,2022,4,22.81,Plaza del Carmen,-3.7031662,40.4192091
35,2022,5,22.26,Plaza del Carmen,-3.7031662,40.4192091
35,2022,6,18.23,Plaza del Carmen,-3.7031662,40.4192091
35,2022,7,23.35,Plaza del Carmen,-3.7031662,40.4192091
35,2022,8,24.61,Plaza del Carmen,-3.7031662,40.4192091
35,2022,9,24.55,Plaza del Carmen,-3.7031662,40.4192091
35,2022,10,42.26,Plaza del Carmen,-3.7031662,40.4192091
35,2022,11,33.06,Plaza del Carmen,-3.7031662,40.4192091
35,2022,12,38.68,Plaza del Carmen,-3.7031662,40.4192091
36,2013,1,39.71,Moratalaz,-3.6453104,40.4079517
36,2013,2,31.77,Moratalaz,-3.6453104,40.4079517
36,2013,3,25.32,Moratalaz,-3.6453104,40.4079517
36,2013,4,23.0,Moratalaz,-3.6453104,40.4079517
36,2013,5,24.45,Moratalaz,-3.6453104,40.4079517
36,2013,6,22.32,Moratalaz,-3.6453104,40.4079517
36,2013,7,25.84,Moratalaz,-3.6453104,40.4079517
36,2013,8,21.77,Moratalaz,-3.6453104,40.4079517
36,2013,9,30.9,Moratalaz,-3.6453104,40.4079517
36,2013,10,39.39,Moratalaz,-3.6453104,40.4079517
36,2013,11,38.39,Moratalaz,-3.6453104,40.4079517
36,2013,12,56.77,Moratalaz,-3.6453104,40.4079517
36,2014,1,40.13,Moratalaz,-3.6453104,40.4079517
36,2014,2,33.58,Moratalaz,-3.6453104,40.4079517
36,2014,3,39.39,Moratalaz,-3.6453104,40.4079517
36,2014,4,25.94,Moratalaz,-3.6453104,40.4079517
36,2014,5,21.03,Moratalaz,-3.6453104,40.4079517
36,2014,6,21.9,Moratalaz,-3.6453104,40.4079517
36,2014,7,26.16,Moratalaz,-3.6453104,40.4079517
36,2014,8,23.19,Moratalaz,-3.6453104,40.4079517
36,2014,9,33.94,Moratalaz,-3.6453104,40.4079517
36,2014,10,41.1,Moratalaz,-3.6453104,40.4079517
36,2014,11,40.97,Moratalaz,-3.6453104,40.4079517
36,2014,12,61.77,Moratalaz,-3.6453104,40.4079517
36,2015,1,66.29,Moratalaz,-3.6453104,40.4079517
36,2015,2,33.23,Moratalaz,-3.6453104,40.4079517
36,2015,3,41.9,Moratalaz,-3.6453104,40.4079517
36,2015,4,31.39,Moratalaz,-3.6453104,40.4079517
36,2015,5,27.87,Moratalaz,-3.6453104,40.4079517
36,2015,6,30.35,Moratalaz,-3.6453104,40.4079517
36,2015,7,34.65,Moratalaz,-3.6453104,40.4079517
36,2015,8,25.26,Moratalaz,-3.6453104,40.4079517
36,2015,9,34.48,Moratalaz,-3.6453104,40.4079517
36,2015,10,40.55,Moratalaz,-3.6453104,40.4079517
36,2015,11,53.48,Moratalaz,-3.6453104,40.4079517
36,2015,12,64.03,Moratalaz,-3.6453104,40.4079517
36,2016,1,44.03,Moratalaz,-3.6453104,40.4079517
36,2016,2,34.87,Moratalaz,-3.6453104,40.4079517
36,2016,3,37.48,Moratalaz,-3.6453104,40.4079517
36,2016,4,31.06,Moratalaz,-3.6453104,40.4079517
36,2016,5,31.35,Moratalaz,-3.6453104,40.4079517
36,2016,6,29.81,Moratalaz,-3.6453104,40.4079517
36,2016,7,29.42,Moratalaz,-3.6453104,40.4079517
36,2016,8,27.81,Moratalaz,-3.6453104,40.4079517
36,2016,9,42.32,Moratalaz,-3.6453104,40.4079517
36,2016,10,46.71,Moratalaz,-3.6453104,40.4079517
36,2016,11,47.1,Moratalaz,-3.6453104,40.4079517
36,2016,12,19.19,Moratalaz,-3.6453104,40.4079517
36,2017,1,54.23,Moratalaz,-3.6453104,40.4079517
36,2017,2,39.87,Moratalaz,-3.6453104,40.4079517
36,2017,3,43.03,Moratalaz,-3.6453104,40.4079517
36,2017,4,29.19,Moratalaz,-3.6453104,40.4079517
36,2017,5,31.52,Moratalaz,-3.6453104,40.4079517
36,2017,6,30.87,Moratalaz,-3.6453104,40.4079517
36,2017,7,33.26,Moratalaz,-3.6453104,40.4079517
36,2017,8,33.45,Moratalaz,-3.6453104,40.4079517
36,2017,9,44.55,Moratalaz,-3.6453104,40.4079517
36,2017,10,51.74,Moratalaz,-3.6453104,40.4079517
36,2017,11,60.48,Moratalaz,-3.6453104,40.4079517
36,2017,12,56.45,Moratalaz,-3.6453104,40.4079517
36,2018,1,53.16,Moratalaz,-3.6453104,40.4079517
36,2018,2,42.1,Moratalaz,-3.6453104,40.4079517
36,2018,3,31.35,Moratalaz,-3.6453104,40.4079517
36,2018,4,32.52,Moratalaz,-3.6453104,40.4079517
36,2018,5,31.39,Moratalaz,-3.6453104,40.4079517
36,2018,6,27.26,Moratalaz,-3.6453104,40.4079517
36,2018,7,30.03,Moratalaz,-3.6453104,40.4079517
36,2018,8,30.48,Moratalaz,-3.6453104,40.4079517
36,2018,9,37.9,Moratalaz,-3.6453104,40.4079517
36,2018,10,40.29,Moratalaz,-3.6453104,40.4079517
36,2018,11,41.9,Moratalaz,-3.6453104,40.4079517
36,2018,12,59.03,Moratalaz,-3.6453104,40.4079517
36,2019,1,58.87,Moratalaz,-3.6453104,40.4079517
36,2019,2,53.0,Moratalaz,-3.6453104,40.4079517
36,2019,3,37.65,Moratalaz,-3.6453104,40.4079517
36,2019,4,28.39,Moratalaz,-3.6453104,40.4079517
36,2019,5,21.35,Moratalaz,-3.6453104,40.4079517
36,2019,6,24.0,Moratalaz,-3.6453104,40.4079517
36,2019,7,25.68,Moratalaz,-3.6453104,40.4079517
36,2019,8,25.94,Moratalaz,-3.6453104,40.4079517
36,2019,9,30.48,Moratalaz,-3.6453104,40.4079517
36,2019,10,43.84,Moratalaz,-3.6453104,40.4079517
36,2019,11,31.26,Moratalaz,-3.6453104,40.4079517
